index_train,similarity
2926 1009 12156 14106 25286 18974 6743 6993 37058 39213 6781 13445 30110 22796 8133 ,0.16 0.15328467153284672 0.144 0.14189189189189189 0.14166666666666666 0.13966480446927373 0.1388888888888889 0.13815789473684212 0.136986301369863 0.1366906474820144 0.13664596273291926 0.1349206349206349 0.1349206349206349 0.13414634146341464 0.13380281690140844 
8362 25368 31588 18735 4225 24515 24036 31962 23585 13177 36551 12171 13826 18051 34059 ,0.13253012048192772 0.1306122448979592 0.1306122448979592 0.1291866028708134 0.1276595744680851 0.12322274881516587 0.1223021582733813 0.11940298507462686 0.11864406779661017 0.11787072243346007 0.11716621253405994 0.11682242990654206 0.1164021164021164 0.11497326203208556 0.11440677966101695 
16154 14421 3625 9860 13223 6608 14227 32436 22427 27848 11751 26139 39531 23872 16629 ,0.1340782122905028 0.12244897959183673 0.12184873949579832 0.12167300380228137 0.11965811965811966 0.11707317073170732 0.116 0.11570247933884298 0.11458333333333333 0.11458333333333333 0.1141732283464567 0.11398963730569948 0.11392405063291139 0.11371237458193979 0.11353711790393013 
22437 11977 38229 23127 32181 11793 18914 19105 15936 37028 21277 7074 20981 3833 4899 ,0.1323529411764706 0.1292517006802721 0.1288888888888889 0.12857142857142856 0.12804878048780488 0.12686567164179105 0.125 0.125 0.12418300653594772 0.12408759124087591 0.12371134020618557 0.1232876712328767 0.12135922330097088 0.11971830985915492 0.11971830985915492 
31382 31403 37059 25564 20003 19249 11020 15161 12712 22635 25229 24170 22233 650 32641 ,0.16555183946488294 0.15019011406844107 0.11714770797962648 0.11598746081504702 0.11570247933884298 0.1143740340030912 0.11237785016286644 0.11201298701298701 0.11196319018404909 0.11194029850746269 0.11149825783972125 0.11059190031152648 0.10990990990990991 0.10903873744619799 0.10903426791277258 
28821 15534 3538 17384 26669 38573 37266 36139 285 34262 29763 17852 32959 10573 25689 ,0.125 0.11042944785276074 0.10344827586206896 0.09895833333333333 0.09523809523809523 0.09523809523809523 0.09322033898305085 0.0898876404494382 0.08888888888888889 0.08839779005524862 0.0873015873015873 0.08661417322834646 0.08387096774193549 0.08333333333333333 0.08264462809917356 
25575 983 28460 36169 6856 4571 34710 39072 37925 6071 9341 17597 10094 5014 15420 ,0.13793103448275862 0.13157894736842105 0.11904761904761904 0.11904761904761904 0.11764705882352941 0.11627906976744186 0.11267605633802817 0.11267605633802817 0.109375 0.10909090909090909 0.10869565217391304 0.10869565217391304 0.10843373493975904 0.10638297872340426 0.10638297872340426 
4924 32181 13277 28564 10466 116 2370 16706 27243 17827 30279 38598 9362 35093 34033 ,0.14678899082568808 0.11724137931034483 0.11570247933884298 0.11363636363636363 0.11333333333333333 0.11180124223602485 0.1111111111111111 0.1111111111111111 0.11016949152542373 0.109375 0.10919540229885058 0.10891089108910891 0.10833333333333334 0.10828025477707007 0.1076923076923077 
9944 16489 38397 18741 37526 21642 33715 28968 26497 5072 23718 32896 29965 16179 29660 ,0.145985401459854 0.14516129032258066 0.14285714285714285 0.14130434782608695 0.13934426229508196 0.13513513513513514 0.13291139240506328 0.13114754098360656 0.13076923076923078 0.12987012987012986 0.1292517006802721 0.1292517006802721 0.12834224598930483 0.1282051282051282 0.1282051282051282 
3604 36165 20165 30483 27014 20510 2450 12598 23300 31641 10906 28528 36049 22791 19213 ,0.18307426597582038 0.1806083650190114 0.1725417439703154 0.17025089605734767 0.16878402903811252 0.16847826086956522 0.1681109185441941 0.16635514018691588 0.16597510373443983 0.16570327552986513 0.16552901023890784 0.1634980988593156 0.16341030195381884 0.16338582677165353 0.16292134831460675 
17817 260 14360 976 5444 24230 15199 4575 29653 28272 2219 4339 26319 20755 94 ,0.14814814814814814 0.12138728323699421 0.11965811965811966 0.11206896551724138 0.10714285714285714 0.10606060606060606 0.10483870967741936 0.10236220472440945 0.10218978102189781 0.10101010101010101 0.1 0.0979020979020979 0.0975609756097561 0.0967741935483871 0.09649122807017543 
16740 15896 26750 36199 26307 37938 21011 24515 4449 23651 26221 38957 31578 24113 724 ,0.14857142857142858 0.14705882352941177 0.14705882352941177 0.14615384615384616 0.14285714285714285 0.14285714285714285 0.1417910447761194 0.14124293785310735 0.14084507042253522 0.13986013986013987 0.13986013986013987 0.13986013986013987 0.13636363636363635 0.13592233009708737 0.13533834586466165 
33757 4097 35496 37689 22487 23199 27486 35697 31078 4295 21261 16565 10862 15051 2997 ,0.14814814814814814 0.125 0.12295081967213115 0.12295081967213115 0.12244897959183673 0.12244897959183673 0.12 0.11926605504587157 0.11842105263157894 0.11764705882352941 0.11607142857142858 0.11475409836065574 0.11458333333333333 0.11428571428571428 0.11320754716981132 
5939 38230 18081 7929 20730 34909 38427 13644 19865 2893 33964 19101 35943 2944 34131 ,0.13194444444444445 0.12883435582822086 0.1286549707602339 0.1282051282051282 0.12751677852348994 0.125 0.12337662337662338 0.12258064516129032 0.12149532710280374 0.12056737588652482 0.12056737588652482 0.12025316455696203 0.12021857923497267 0.12 0.11904761904761904 
10227 15821 15560 11773 3053 12973 15008 35997 7726 26021 11359 33854 38323 18370 16819 ,0.07352941176470588 0.07216494845360824 0.0673076923076923 0.06726457399103139 0.06647398843930635 0.0661764705882353 0.0648854961832061 0.06462585034013606 0.06451612903225806 0.06428571428571428 0.0635593220338983 0.06349206349206349 0.0625 0.0622568093385214 0.06204379562043796 
38861 19698 30455 32784 31588 26307 22203 18972 19219 26684 18974 11742 2676 28277 23583 ,0.12663755458515283 0.12608695652173912 0.125 0.125 0.1245136186770428 0.12448132780082988 0.12408759124087591 0.12274368231046931 0.12195121951219512 0.12156862745098039 0.12 0.11940298507462686 0.11891891891891893 0.11818181818181818 0.11811023622047244 
28564 25428 37713 17685 9854 29402 39829 11837 22876 2639 18319 568 35351 27727 14236 ,0.17796610169491525 0.17293233082706766 0.1724137931034483 0.17117117117117117 0.168141592920354 0.16666666666666666 0.16393442622950818 0.16129032258064516 0.16071428571428573 0.1592920353982301 0.1592920353982301 0.1590909090909091 0.15671641791044777 0.1565217391304348 0.15625 
23539 13887 12331 881 36219 10438 9024 29609 30390 37159 26603 37018 11082 12403 36371 ,0.14675767918088736 0.14652014652014653 0.1449814126394052 0.14136125654450263 0.14035087719298245 0.1386861313868613 0.13829787234042554 0.1382488479262673 0.13793103448275862 0.13793103448275862 0.1377551020408163 0.13592233009708737 0.13583815028901733 0.135 0.135 
20623 21959 20727 22450 22977 21804 26151 19888 3155 13568 10907 35745 16194 24045 5483 ,0.10975609756097561 0.10126582278481013 0.09411764705882353 0.09195402298850575 0.09195402298850575 0.08974358974358974 0.08955223880597014 0.08791208791208792 0.08620689655172414 0.08571428571428572 0.08536585365853659 0.0851063829787234 0.08450704225352113 0.08433734939759036 0.08333333333333333 
14524 27861 2962 37938 6540 332 16074 17962 1330 25589 22 14798 33326 33955 21495 ,0.19827586206896552 0.14418604651162792 0.1357142857142857 0.13380281690140844 0.12883435582822086 0.12422360248447205 0.12418300653594772 0.12244897959183673 0.12063492063492064 0.1201923076923077 0.11917098445595854 0.11848341232227488 0.11805555555555555 0.11797752808988764 0.11678832116788321 
6206 22099 31777 12503 9569 35628 3135 35259 20024 25061 26741 10226 30656 16074 25043 ,0.12041884816753927 0.11797752808988764 0.11688311688311688 0.11666666666666667 0.11538461538461539 0.11333333333333333 0.10897435897435898 0.10857142857142857 0.108 0.10714285714285714 0.10714285714285714 0.1069182389937107 0.1069182389937107 0.10650887573964497 0.10596026490066225 
23706 12595 547 28157 35548 20459 18010 35669 29548 9700 13279 20378 10365 30656 17246 ,0.1452513966480447 0.14285714285714285 0.14166666666666666 0.13953488372093023 0.1391304347826087 0.1386861313868613 0.13793103448275862 0.13793103448275862 0.13675213675213677 0.13636363636363635 0.13636363636363635 0.13636363636363635 0.1360544217687075 0.13559322033898305 0.13414634146341464 
33780 20334 36072 10451 13858 28565 32970 8119 35226 1480 33220 6080 10859 30365 38870 ,0.13333333333333333 0.12931034482758622 0.12903225806451613 0.125 0.125 0.125 0.125 0.12295081967213115 0.12295081967213115 0.12213740458015267 0.12213740458015267 0.12173913043478261 0.12173913043478261 0.12149532710280374 0.12149532710280374 
3526 25851 31203 9428 399 3787 8811 2807 4882 37274 37528 2944 37294 37407 29189 ,0.15483870967741936 0.15270935960591134 0.1513157894736842 0.14795918367346939 0.14788732394366197 0.14634146341463414 0.14615384615384616 0.145985401459854 0.1456953642384106 0.1456953642384106 0.1456953642384106 0.1450381679389313 0.1450381679389313 0.14482758620689656 0.14393939393939395 
34307 15147 3780 31447 21857 4765 5888 30845 37289 23943 29156 8480 39285 9998 31089 ,0.15816326530612246 0.15527950310559005 0.15463917525773196 0.15425531914893617 0.147239263803681 0.14594594594594595 0.14285714285714285 0.14285714285714285 0.1411042944785276 0.13872832369942195 0.1375 0.136986301369863 0.13612565445026178 0.1357142857142857 0.13526570048309178 
36503 34678 22558 25355 8547 17321 23703 7049 23476 12851 38282 36414 34048 14007 14712 ,0.15 0.14736842105263157 0.14285714285714285 0.14 0.1391304347826087 0.1391304347826087 0.1388888888888889 0.13861386138613863 0.136986301369863 0.1368421052631579 0.13675213675213677 0.1366906474820144 0.13636363636363635 0.13592233009708737 0.13592233009708737 
30172 34679 22790 8862 38775 21252 39829 12860 19491 11265 17846 30147 14800 38372 13879 ,0.12962962962962962 0.1286549707602339 0.12101910828025478 0.12048192771084337 0.12048192771084337 0.12030075187969924 0.11949685534591195 0.11888111888111888 0.11764705882352941 0.11737089201877934 0.11724137931034483 0.11612903225806452 0.11564625850340136 0.11538461538461539 0.11486486486486487 
33956 38247 29843 29390 18015 7355 21096 28385 3193 39709 16735 38410 10380 18559 25411 ,0.12595419847328243 0.1233140655105973 0.12215320910973085 0.1198501872659176 0.11839708561020036 0.11809045226130653 0.11798839458413926 0.11764705882352941 0.1169811320754717 0.11627906976744186 0.1162227602905569 0.11602209944751381 0.11591355599214145 0.11554621848739496 0.11462450592885376 
15227 13624 38553 1532 33301 20812 26292 25217 15165 13014 30203 280 13326 18708 31692 ,0.14210526315789473 0.09693877551020408 0.09547738693467336 0.09424083769633508 0.09417040358744394 0.09361702127659574 0.09329446064139942 0.09322033898305085 0.0931899641577061 0.09274193548387097 0.09246575342465753 0.0916030534351145 0.0916030534351145 0.0916030534351145 0.0916030534351145 
21507 2919 23832 17734 8729 25428 26108 17409 5533 26755 30202 6919 15407 36643 3150 ,0.17857142857142858 0.1674641148325359 0.15637860082304528 0.15625 0.14754098360655737 0.14659685863874344 0.1450980392156863 0.14351851851851852 0.14285714285714285 0.14207650273224043 0.13963963963963963 0.13942307692307693 0.13934426229508196 0.1388888888888889 0.13865546218487396 
11454 24270 8630 23965 30412 25839 32234 2545 14362 20453 7588 31906 11728 4192 25382 ,0.125 0.12435233160621761 0.1222707423580786 0.12213740458015267 0.12213740458015267 0.12152777777777778 0.12109375 0.12077294685990338 0.12056737588652482 0.12048192771084337 0.12 0.12 0.11971830985915492 0.11842105263157894 0.11811023622047244 
36424 5654 17409 27429 1366 22498 31508 30390 8963 6097 26991 18331 33164 11082 2341 ,0.19791666666666666 0.1858108108108108 0.18442622950819673 0.18181818181818182 0.1806853582554517 0.17956656346749225 0.17845117845117844 0.17725752508361203 0.175 0.1746031746031746 0.17408906882591094 0.17336683417085427 0.1728395061728395 0.17231638418079095 0.17119565217391305 
22234 21109 23206 18269 25563 27470 18135 39843 14588 17344 8834 13165 31848 22823 35911 ,0.12213740458015267 0.11965811965811966 0.11864406779661017 0.11678832116788321 0.11494252873563218 0.11347517730496454 0.1111111111111111 0.11029411764705882 0.11016949152542373 0.1092436974789916 0.10714285714285714 0.10569105691056911 0.10526315789473684 0.1048951048951049 0.10471204188481675 
34743 33177 10577 38782 31245 87 15356 30743 2496 11054 36437 26751 39532 9763 15055 ,0.13333333333333333 0.1262135922330097 0.125 0.125 0.12173913043478261 0.1206896551724138 0.12037037037037036 0.11904761904761904 0.11764705882352941 0.11578947368421053 0.11578947368421053 0.11320754716981132 0.11214953271028037 0.1111111111111111 0.1111111111111111 
29277 38458 5920 2561 14530 9020 17838 9213 2063 18679 10929 15499 39226 17048 31414 ,0.14423076923076922 0.14285714285714285 0.1414141414141414 0.13963963963963963 0.137546468401487 0.13170731707317074 0.12875536480686695 0.1282051282051282 0.12796208530805686 0.12790697674418605 0.12755102040816327 0.125 0.12435233160621761 0.12307692307692308 0.12244897959183673 
26628 26347 4477 27785 6799 3548 38816 33343 29994 31856 21593 31677 1939 23706 11962 ,0.12837837837837837 0.12751677852348994 0.11403508771929824 0.11392405063291139 0.11320754716981132 0.11282051282051282 0.1111111111111111 0.10982658959537572 0.10967741935483871 0.10967741935483871 0.1095890410958904 0.10919540229885058 0.10884353741496598 0.107981220657277 0.10778443113772455 
34136 19675 17189 39380 25429 25043 34997 29652 20594 25825 26582 2368 15089 24682 8802 ,0.15217391304347827 0.125 0.12307692307692308 0.12307692307692308 0.12162162162162163 0.12087912087912088 0.1188118811881188 0.11827956989247312 0.11578947368421053 0.11538461538461539 0.11494252873563218 0.11458333333333333 0.11458333333333333 0.11363636363636363 0.1111111111111111 
27302 26028 24707 33309 38782 15770 13880 12890 22411 13569 34294 1922 6609 31829 37036 ,0.1467065868263473 0.1459227467811159 0.14537444933920704 0.14334470989761092 0.14227642276422764 0.14092140921409213 0.1388888888888889 0.1382636655948553 0.13768115942028986 0.13736263736263737 0.1371841155234657 0.13716814159292035 0.1368421052631579 0.13620071684587814 0.13559322033898305 
19025 27162 31503 859 36202 33910 4566 4036 11551 4063 28957 20141 28970 23577 931 ,0.13924050632911392 0.13861386138613863 0.13829787234042554 0.13541666666666666 0.13541666666666666 0.13513513513513514 0.13445378151260504 0.13178294573643412 0.13131313131313133 0.13 0.13 0.12931034482758622 0.12903225806451613 0.1282051282051282 0.12745098039215685 
31283 39749 26097 23402 19788 36165 33470 30390 29048 2499 7886 17270 33841 31660 17389 ,0.15521628498727735 0.152 0.15167095115681234 0.15140845070422534 0.1484593837535014 0.14805825242718446 0.14754098360655737 0.14678899082568808 0.14560439560439561 0.14555256064690028 0.14549653579676675 0.14487632508833923 0.14457831325301204 0.14420062695924765 0.14395886889460155 
1175 16211 30718 35706 17984 22293 5967 33951 8401 27231 2011 18546 34708 36397 13625 ,0.11904761904761904 0.11827956989247312 0.1 0.09482758620689655 0.09183673469387756 0.09090909090909091 0.09 0.09 0.0898876404494382 0.0891089108910891 0.08849557522123894 0.08849557522123894 0.08849557522123894 0.08849557522123894 0.08783783783783784 
12828 33116 22269 5912 32801 33885 25683 7886 3998 27484 38325 35789 25447 30610 29946 ,0.11405295315682282 0.11378205128205128 0.11146496815286625 0.11052631578947368 0.11052631578947368 0.10963455149501661 0.10947712418300654 0.10839160839160839 0.10833333333333334 0.10819672131147541 0.10784313725490197 0.10737179487179487 0.10714285714285714 0.10701754385964912 0.10677966101694915 
25087 28968 20997 8097 3461 12101 22358 38821 35747 32105 20390 22189 20152 15797 13374 ,0.18627450980392157 0.16666666666666666 0.16030534351145037 0.15942028985507245 0.1592920353982301 0.1588785046728972 0.1588785046728972 0.15625 0.1559633027522936 0.15584415584415584 0.1553398058252427 0.15503875968992248 0.15492957746478872 0.15384615384615385 0.15267175572519084 
